vendor_id,quarter,category,country,region,tier,annual_spend_usd,single_source_flag,concentration_risk_flag,on_time_delivery_rate,avg_defect_rate,avg_cost_variance_pct,delay_days_std,disruption_severity_score,credit_health_score,otd_risk,quality_risk,cost_risk,leadtime_risk,disruption_risk,financial_risk,composite_risk_score,risk_tier,high_risk_next_quarter
V0008,2026Q2,Displays,China,APAC,Tier 3,377000.0,False,False,0.2,0.08,-0.05,8.17,0.0,32.7,80.0,90.65,26.32,39.96,0.0,98.41,57.91,High,
V0009,2022Q1,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,0.67,0.03,-0.11,3.46,0.0,47.3,33.33,32.7,60.6,16.95,0.0,69.44,33.45,Moderate,1.0
V0009,2022Q2,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,1.0,0.04,-0.04,1.15,0.0,47.1,0.0,40.54,23.52,5.65,0.0,69.84,19.47,Low,1.0
V0009,2022Q3,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,0.75,0.04,0.04,5.78,1.0,47.0,25.0,47.58,24.18,28.28,50.0,70.04,38.14,Moderate,1.0
V0009,2022Q4,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,0.8,0.06,0.01,1.22,0.0,47.0,20.0,66.46,6.56,5.99,0.0,70.04,27.18,Low,1.0
V0009,2023Q1,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,0.5,0.03,0.02,10.39,0.0,47.1,50.0,35.72,11.02,50.85,0.0,69.84,35.91,Moderate,1.0
V0009,2023Q2,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,0.83,0.06,0.03,7.35,1.0,46.8,16.67,65.96,15.15,35.95,50.0,70.44,39.57,Moderate,1.0
V0009,2023Q3,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,0.0,0.01,0.23,0.0,0.0,46.8,100.0,9.41,100.0,0.0,0.0,70.44,48.92,Moderate,1.0
V0009,2023Q4,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,1.0,0.05,0.05,0.5,0.0,46.8,0.0,56.94,29.2,2.45,0.0,70.44,23.18,Low,1.0
V0009,2024Q1,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,0.43,0.04,0.02,11.89,0.0,46.1,57.14,46.97,12.06,58.2,0.0,71.83,41.4,Moderate,1.0
V0009,2024Q2,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,0.5,0.04,-0.02,9.74,0.0,46.1,50.0,47.48,10.42,47.67,0.0,71.83,37.89,Moderate,1.0
V0009,2024Q3,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,0.83,0.04,-0.03,9.91,0.0,45.8,16.67,47.28,14.57,48.48,0.0,72.42,30.32,Moderate,1.0
V0009,2024Q4,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,0.4,0.05,0.05,12.94,0.0,45.8,60.0,50.8,24.94,63.32,0.0,72.42,45.64,Moderate,1.0
V0009,2025Q1,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,0.0,0.0,-0.02,6.36,0.0,46.2,100.0,0.0,8.37,31.14,0.0,71.63,38.09,Moderate,1.0
V0009,2025Q2,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,0.6,0.03,0.09,3.58,0.0,45.5,40.0,38.38,50.95,17.5,0.0,73.02,35.25,Moderate,1.0
V0009,2025Q3,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,0.71,0.07,0.01,8.01,0.0,45.8,28.57,76.04,3.54,39.19,0.0,72.42,36.0,Moderate,1.0
V0009,2025Q4,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,0.33,0.03,0.07,5.86,0.0,45.3,66.67,39.08,39.88,28.67,0.0,73.41,42.11,Moderate,0.0
V0009,2026Q1,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,0.8,0.03,0.04,20.57,0.0,45.5,20.0,37.1,20.33,100.0,0.0,73.02,37.77,Moderate,1.0
V0009,2026Q2,Batteries,Taiwan,APAC,Tier 2,920500.0,False,False,0.67,0.03,-0.02,6.4,0.0,45.8,33.33,34.41,10.56,31.32,0.0,72.42,28.74,Low,
V0010,2022Q1,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,1.0,0.08,-0.05,0.0,0.0,34.0,0.0,90.37,24.92,0.0,0.0,95.83,31.39,Moderate,1.0
V0010,2022Q2,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,0.67,0.1,0.25,4.93,0.0,33.1,33.33,100.0,100.0,24.14,0.0,97.62,56.72,High,1.0
V0010,2022Q3,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,0.67,0.1,-0.11,21.36,0.0,32.9,33.33,100.0,62.92,100.0,0.0,98.02,62.57,High,1.0
V0010,2022Q4,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,0.8,0.06,0.02,3.03,0.0,32.9,20.0,65.57,9.13,14.84,0.0,98.02,31.51,Moderate,1.0
V0010,2023Q1,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,0.67,0.06,-0.07,10.97,0.0,32.9,33.33,71.52,36.96,53.67,0.0,98.02,46.03,Moderate,1.0
V0010,2023Q2,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,0.75,0.05,0.18,9.0,0.0,33.0,25.0,60.81,97.69,44.03,0.0,97.82,49.45,Moderate,1.0
V0010,2023Q3,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,0.89,0.04,0.01,6.3,0.0,33.0,11.11,49.33,6.01,30.83,0.0,97.82,27.95,Low,1.0
V0010,2023Q4,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,0.33,0.05,0.14,8.19,0.0,33.0,66.67,51.29,78.3,40.05,0.0,97.82,54.46,High,1.0
V0010,2024Q1,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,0.67,0.12,0.29,9.87,0.0,32.5,33.33,100.0,100.0,48.27,0.0,98.81,60.45,High,1.0
V0010,2024Q2,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,0.0,0.08,-0.01,11.44,0.0,32.1,100.0,85.44,5.04,55.98,0.0,99.6,61.2,High,1.0
V0010,2024Q3,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,0.5,0.04,-0.14,5.85,0.0,32.0,50.0,49.94,76.6,28.63,0.0,99.8,48.25,Moderate,1.0
V0010,2024Q4,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,0.33,0.06,0.14,16.26,0.0,32.4,66.67,71.84,76.34,79.55,0.0,99.01,64.32,High,0.0
V0010,2025Q1,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,1.0,0.0,0.17,0.0,1.0,32.7,0.0,0.0,96.06,0.0,50.0,98.41,31.75,Moderate,1.0
V0010,2025Q2,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,0.4,0.08,0.05,12.47,0.0,32.8,60.0,85.86,27.16,61.01,0.0,98.21,55.22,High,1.0
V0010,2025Q3,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,0.14,0.09,0.05,9.32,0.0,32.9,85.71,100.0,24.71,45.59,0.0,98.02,61.78,High,1.0
V0010,2025Q4,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,0.75,0.05,0.24,7.18,4.0,33.2,25.0,56.55,100.0,35.14,100.0,97.42,62.57,High,1.0
V0010,2026Q1,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,1.0,0.09,-0.16,0.0,0.0,33.4,0.0,100.0,88.68,0.0,0.0,97.02,43.0,Moderate,1.0
V0010,2026Q2,Connectors,South Korea,APAC,Tier 2,625500.0,True,False,1.0,0.05,-0.27,0.5,0.0,33.7,0.0,56.18,100.0,2.45,0.0,96.43,36.25,Moderate,
V0011,2022Q2,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,1.0,0.03,-0.08,0.0,0.0,48.4,0.0,34.2,43.88,0.0,0.0,67.26,20.15,Low,1.0
V0011,2022Q3,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,0.89,0.05,0.05,1.62,0.0,48.2,11.11,55.17,26.86,7.91,0.0,67.66,25.79,Low,1.0
V0011,2022Q4,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,0.67,0.03,-0.07,6.74,0.0,48.2,33.33,37.18,38.92,32.99,0.0,67.66,33.32,Moderate,0.0
V0011,2023Q1,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,0.75,0.04,-0.07,9.04,0.0,48.3,25.0,44.23,41.07,44.22,0.0,67.46,34.64,Moderate,0.0
V0011,2023Q2,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,1.0,0.0,0.04,0.0,0.0,48.4,0.0,0.0,24.14,0.0,0.0,67.26,10.35,Low,0.0
V0011,2023Q3,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,1.0,0.02,0.1,0.0,0.0,48.5,0.0,19.15,52.4,0.0,0.0,67.06,18.4,Low,1.0
V0011,2023Q4,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,0.29,0.04,0.03,5.88,0.0,48.6,71.43,43.15,15.87,28.79,0.0,66.87,39.87,Moderate,1.0
V0011,2024Q1,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,0.6,0.03,0.09,12.03,0.0,48.1,40.0,36.45,47.35,58.86,0.0,67.86,40.01,Moderate,1.0
V0011,2024Q2,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,0.83,0.05,-0.08,11.76,0.0,48.1,16.67,58.96,44.83,57.56,0.0,67.86,38.1,Moderate,1.0
V0011,2024Q3,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,1.0,0.04,0.02,0.89,0.0,48.3,0.0,40.15,9.32,4.38,0.0,67.46,16.83,Low,1.0
V0011,2024Q4,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,1.0,0.05,0.02,0.38,0.0,48.4,0.0,53.81,9.93,1.85,0.0,67.26,19.25,Low,1.0
V0011,2025Q1,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,0.8,0.04,0.05,2.61,0.0,48.6,20.0,41.6,25.03,12.76,0.0,66.87,25.68,Low,1.0
V0011,2025Q2,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,0.8,0.05,0.01,15.99,0.0,48.6,20.0,55.32,4.44,78.25,0.0,66.87,35.15,Moderate,1.0
V0011,2025Q3,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,0.5,0.03,-0.06,11.8,0.0,48.2,50.0,38.15,33.57,57.71,0.0,67.66,40.59,Moderate,1.0
V0011,2025Q4,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,0.71,0.04,0.07,8.54,0.0,47.9,28.57,42.07,37.3,41.8,0.0,68.25,34.25,Moderate,0.0
V0011,2026Q1,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,0.8,0.07,-0.05,5.1,0.0,48.0,20.0,74.69,26.75,24.95,0.0,68.06,34.5,Moderate,0.0
V0011,2026Q2,Enclosures / Metal,Poland,EMEA,Tier 2,1704700.0,False,False,1.0,0.04,-0.04,1.15,0.0,48.5,0.0,40.39,21.07,5.65,0.0,67.06,18.79,Low,
V0012,2022Q1,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,1.0,0.0,-0.0,0.0,0.0,81.9,0.0,4.89,2.13,0.0,0.0,0.79,1.58,Low,1.0
V0012,2022Q2,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,0.7,0.01,0.0,10.61,0.0,81.1,30.0,5.63,2.06,51.91,0.0,2.38,19.5,Low,1.0
V0012,2022Q3,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,0.71,0.01,0.02,22.03,0.0,81.6,28.57,8.17,9.77,100.0,0.0,1.39,29.19,Low,0.0
V0012,2022Q4,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,1.0,0.0,-0.0,0.45,0.0,81.8,0.0,2.1,2.68,2.19,0.0,0.99,1.44,Low,0.0
V0012,2023Q1,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,0.86,0.0,-0.0,5.97,0.0,81.4,14.29,3.25,1.34,29.2,0.0,1.79,10.33,Low,0.0
V0012,2023Q2,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,1.0,0.0,-0.0,0.58,0.0,81.3,0.0,0.0,0.31,2.82,0.0,1.98,0.77,Low,0.0
V0012,2023Q3,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,0.83,0.0,-0.0,6.34,0.0,81.2,16.67,4.63,1.2,31.01,0.0,2.18,11.66,Low,0.0
V0012,2023Q4,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,1.0,0.0,0.0,0.35,0.0,81.1,0.0,5.02,0.92,1.73,0.0,2.38,1.89,Low,1.0
V0012,2024Q1,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,0.5,0.0,-0.0,6.88,0.0,80.7,50.0,3.51,2.31,33.67,0.0,3.17,21.75,Low,1.0
V0012,2024Q2,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,0.6,0.0,0.03,9.29,0.0,79.8,40.0,5.19,15.02,45.45,0.0,4.96,23.69,Low,1.0
V0012,2024Q3,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,0.6,0.0,0.01,14.87,0.0,79.1,40.0,4.29,2.87,72.77,0.0,6.35,26.27,Low,0.0
V0012,2024Q4,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,0.8,0.0,0.0,1.62,0.0,79.5,20.0,2.43,1.24,7.92,0.0,5.56,8.53,Low,0.0
V0012,2025Q1,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,0.88,0.0,-0.0,1.2,0.0,79.5,12.5,3.43,1.16,5.85,0.0,5.56,6.23,Low,0.0
V0012,2025Q2,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,0.8,0.0,0.02,9.39,0.0,79.0,20.0,3.81,12.75,45.95,0.0,6.55,17.5,Low,1.0
V0012,2025Q3,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,0.17,0.0,0.02,9.27,0.0,79.1,83.33,1.57,10.25,45.34,0.0,6.35,34.64,Moderate,1.0
V0012,2025Q4,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,0.5,0.0,-0.01,8.81,0.0,79.1,50.0,3.06,4.97,43.1,0.0,6.35,24.1,Low,0.0
V0012,2026Q1,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,0.75,0.0,-0.01,1.71,0.0,79.4,25.0,1.49,7.21,8.36,0.0,5.75,10.88,Low,0.0
V0012,2026Q2,Displays,Taiwan,APAC,Tier 2,1781000.0,True,True,1.0,0.0,0.01,0.74,0.0,79.8,0.0,3.43,4.32,3.64,0.0,4.96,2.73,Low,
V0013,2022Q1,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,1.0,0.0,0.0,0.5,0.0,82.1,0.0,2.69,1.11,2.45,0.0,0.4,1.11,Low,1.0
V0013,2022Q2,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,0.56,0.0,-0.02,10.35,0.0,81.5,44.44,3.43,10.11,50.62,0.0,1.59,21.07,Low,1.0
V0013,2022Q3,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,0.7,0.0,0.0,1.43,0.0,82.0,30.0,2.6,0.1,7.01,0.0,0.6,9.15,Low,0.0
V0013,2022Q4,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,0.85,0.0,-0.0,4.26,0.0,82.2,15.38,3.67,2.58,20.85,0.0,0.2,8.11,Low,0.0
V0013,2023Q1,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,1.0,0.0,-0.01,0.49,0.0,81.7,0.0,4.12,3.35,2.39,0.0,1.19,1.8,Low,0.0
V0013,2023Q2,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,1.0,0.01,0.01,1.0,0.0,82.1,0.0,6.38,2.93,4.89,0.0,0.4,2.49,Low,0.0
V0013,2023Q3,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,1.0,0.0,-0.0,0.5,0.0,81.9,0.0,4.54,1.87,2.45,0.0,0.79,1.63,Low,0.0
V0013,2023Q4,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,1.0,0.0,0.0,0.5,0.0,81.9,0.0,2.13,0.13,2.45,0.0,0.79,0.89,Low,1.0
V0013,2024Q1,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,0.5,0.0,0.01,22.09,0.0,81.0,50.0,4.42,3.15,100.0,0.0,2.58,29.11,Low,1.0
V0013,2024Q2,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,0.6,0.0,-0.02,6.4,0.0,80.9,40.0,3.88,12.61,31.33,0.0,2.78,17.64,Low,0.0
V0013,2024Q3,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,1.0,0.0,0.0,0.58,0.0,81.3,0.0,2.72,2.15,2.82,0.0,1.98,1.49,Low,0.0
V0013,2024Q4,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,1.0,0.0,-0.0,0.89,0.0,81.2,0.0,3.11,1.06,4.38,0.0,2.18,1.66,Low,0.0
V0013,2025Q1,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,0.83,0.0,0.01,1.33,0.0,81.3,16.67,4.01,3.05,6.5,0.0,1.98,6.6,Low,1.0
V0013,2025Q2,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,0.12,0.0,-0.01,9.27,0.0,81.1,87.5,4.13,3.07,45.35,0.0,2.38,30.2,Moderate,0.0
V0013,2025Q3,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,0.86,0.0,-0.01,2.94,0.0,81.1,14.29,3.34,3.9,14.36,0.0,2.38,7.22,Low,0.0
V0013,2025Q4,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,0.88,0.0,-0.0,1.39,0.0,80.7,12.5,3.04,2.5,6.79,0.0,3.17,5.44,Low,0.0
V0013,2026Q1,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,1.0,0.0,0.0,0.89,0.0,81.0,0.0,3.25,1.27,4.38,0.0,2.58,1.75,Low,0.0
V0013,2026Q2,PCB / PCBA,South Korea,APAC,Tier 2,1420100.0,False,False,1.0,0.0,-0.0,0.82,0.0,80.6,0.0,2.96,0.6,3.99,0.0,3.37,1.62,Low,
V0014,2022Q2,Batteries,Germany,EMEA,Tier 3,313000.0,False,False,1.0,0.02,0.04,0.58,0.0,62.2,0.0,21.56,21.79,2.82,0.0,39.88,11.99,Low,0.0
V0014,2022Q3,Batteries,Germany,EMEA,Tier 3,313000.0,False,False,1.0,0.02,0.09,0.0,0.0,61.5,0.0,18.98,46.91,0.0,0.0,41.27,14.96,Low,1.0
V0014,2022Q4,Batteries,Germany,EMEA,Tier 3,313000.0,False,False,0.5,0.03,-0.02,0.71,0.0,61.5,50.0,30.46,10.19,3.46,0.0,41.27,24.77,Low,0.0
V0014,2023Q2,Batteries,Germany,EMEA,Tier 3,313000.0,False,False,0.5,0.0,0.08,10.61,0.0,61.3,50.0,0.0,46.17,51.9,0.0,41.67,31.38,Moderate,0.0
V0014,2023Q3,Batteries,Germany,EMEA,Tier 3,313000.0,False,False,1.0,0.01,0.04,1.41,0.0,61.2,0.0,16.63,24.36,6.92,0.0,41.87,12.2,Low,0.0
V0014,2023Q4,Batteries,Germany,EMEA,Tier 3,313000.0,False,False,1.0,0.0,0.01,0.0,0.0,61.4,0.0,0.0,3.22,0.0,0.0,41.47,4.63,Low,0.0
V0014,2024Q1,Batteries,Germany,EMEA,Tier 3,313000.0,False,False,1.0,0.02,0.06,0.0,0.0,61.6,0.0,20.6,35.66,0.0,0.0,41.07,13.58,Low,0.0
V0014,2024Q2,Batteries,Germany,EMEA,Tier 3,313000.0,False,False,1.0,0.03,0.07,0.0,0.0,61.2,0.0,28.44,35.78,0.0,0.0,41.87,15.24,Low,1.0
V0014,2024Q3,Batteries,Germany,EMEA,Tier 3,313000.0,False,False,0.67,0.01,-0.11,11.55,0.0,61.4,33.33,12.6,59.82,56.5,0.0,41.47,32.45,Moderate,0.0
V0014,2024Q4,Batteries,Germany,EMEA,Tier 3,313000.0,False,False,1.0,0.03,-0.03,0.0,0.0,61.5,0.0,30.8,14.45,0.0,0.0,41.27,12.45,Low,0.0
V0014,2025Q1,Batteries,Germany,EMEA,Tier 3,313000.0,False,False,1.0,0.0,-0.04,0.0,0.0,61.4,0.0,0.0,19.85,0.0,0.0,41.47,7.12,Low,1.0
V0014,2025Q2,Batteries,Germany,EMEA,Tier 3,313000.0,False,False,0.0,0.0,-0.04,0.0,0.0,61.4,100.0,0.0,20.91,0.0,0.0,41.47,32.28,Moderate,0.0
V0014,2025Q3,Batteries,Germany,EMEA,Tier 3,313000.0,False,False,1.0,0.01,-0.07,0.0,0.0,61.4,0.0,9.85,38.19,0.0,0.0,41.47,11.85,Low,1.0
V0014,2025Q4,Batteries,Germany,EMEA,Tier 3,313000.0,False,False,0.25,0.02,0.04,10.69,0.0,60.8,75.0,19.15,20.74,52.3,0.0,42.66,37.8,Moderate,1.0
V0014,2026Q1,Batteries,Germany,EMEA,Tier 3,313000.0,False,False,1.0,0.03,-0.11,0.71,0.0,61.1,0.0,28.84,58.36,3.46,0.0,42.06,19.25,Low,0.0
V0014,2026Q2,Batteries,Germany,EMEA,Tier 3,313000.0,False,False,1.0,0.01,0.1,0.71,0.0,61.2,0.0,10.97,56.0,3.46,0.0,41.87,15.3,Low,
V0015,2022Q1,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,1.0,0.08,0.07,0.38,0.0,34.4,0.0,90.4,36.94,1.85,0.0,95.04,33.4,Moderate,1.0
V0015,2022Q2,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.33,0.06,-0.01,11.08,4.0,34.1,66.67,71.99,7.77,54.2,100.0,95.63,64.92,High,1.0
V0015,2022Q3,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.54,0.05,0.04,14.59,8.0,33.9,46.15,52.26,19.71,71.37,100.0,96.03,60.26,High,1.0
V0015,2022Q4,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.7,0.05,0.03,6.24,0.0,34.0,30.0,52.48,16.56,30.55,0.0,95.83,34.65,Moderate,1.0
V0015,2023Q1,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.82,0.07,0.06,3.91,0.0,33.8,18.18,80.75,30.65,19.12,0.0,96.23,37.79,Moderate,1.0
V0015,2023Q2,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.55,0.05,-0.03,7.74,0.0,34.1,45.45,60.28,17.34,37.86,0.0,95.63,41.26,Moderate,1.0
V0015,2023Q3,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.5,0.06,-0.17,1.5,2.0,33.8,50.0,66.82,94.75,7.34,100.0,96.23,65.8,High,1.0
V0015,2023Q4,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.62,0.07,-0.07,3.93,0.0,33.9,37.5,72.86,37.51,19.21,0.0,96.03,42.06,Moderate,1.0
V0015,2024Q1,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.4,0.08,-0.08,13.84,0.0,33.5,60.0,87.12,42.58,67.7,0.0,96.83,58.65,High,1.0
V0015,2024Q2,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.42,0.04,-0.03,14.77,0.0,32.9,58.33,42.62,18.16,72.27,0.0,98.02,46.47,Moderate,1.0
V0015,2024Q3,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.42,0.07,0.0,12.07,0.0,33.3,58.33,78.98,0.71,59.05,0.0,97.22,49.06,Moderate,1.0
V0015,2024Q4,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.7,0.05,0.04,12.68,0.0,33.9,30.0,61.17,22.73,62.05,0.0,96.03,42.05,Moderate,1.0
V0015,2025Q1,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.67,0.08,-0.01,7.33,0.0,34.0,33.33,86.53,3.86,35.87,0.0,95.83,41.18,Moderate,1.0
V0015,2025Q2,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.5,0.07,0.17,12.37,2.0,34.2,50.0,74.65,93.03,60.53,100.0,95.44,75.01,Critical,1.0
V0015,2025Q3,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.27,0.03,-0.03,20.33,0.0,34.2,73.33,34.6,15.69,99.49,0.0,95.44,52.07,High,1.0
V0015,2025Q4,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.24,0.06,-0.12,8.25,0.0,33.5,76.47,71.78,64.3,40.34,0.0,96.83,58.85,High,1.0
V0015,2026Q1,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.58,0.05,0.05,8.18,0.0,33.7,41.67,60.04,29.7,40.05,0.0,96.43,42.53,Moderate,1.0
V0015,2026Q2,PCB / PCBA,Taiwan,APAC,Tier 1,10273300.0,False,False,0.4,0.07,-0.14,5.55,0.0,34.0,60.0,78.7,74.56,27.15,0.0,95.83,55.58,High,
V0016,2022Q2,Displays,China,APAC,Tier 2,766100.0,True,False,0.5,0.01,-0.02,1.41,0.0,72.1,50.0,12.49,9.12,6.92,0.0,20.24,19.43,Low,1.0
V0016,2022Q3,Displays,China,APAC,Tier 2,766100.0,True,False,0.5,0.0,-0.04,17.8,4.0,72.0,50.0,5.6,23.38,87.07,100.0,20.44,47.23,Moderate,0.0
V0016,2022Q4,Displays,China,APAC,Tier 2,766100.0,True,False,0.75,0.01,0.01,10.0,1.0,71.9,25.0,9.07,5.55,48.93,50.0,20.63,25.8,Low,0.0
V0016,2023Q1,Displays,China,APAC,Tier 2,766100.0,True,False,1.0,0.01,0.03,0.0,0.0,71.7,0.0,13.44,16.87,0.0,0.0,21.03,7.32,Low,1.0
V0016,2023Q2,Displays,China,APAC,Tier 2,766100.0,True,False,0.5,0.01,0.04,2.06,0.0,72.0,50.0,9.97,24.67,10.09,0.0,20.44,21.75,Low,0.0
V0016,2023Q3,Displays,China,APAC,Tier 2,766100.0,True,False,1.0,0.0,0.0,0.45,0.0,72.6,0.0,5.21,1.14,2.19,0.0,19.25,3.47,Low,0.0
V0016,2023Q4,Displays,China,APAC,Tier 2,766100.0,True,False,1.0,0.01,0.12,0.0,0.0,72.8,0.0,7.84,67.52,0.0,0.0,18.85,13.58,Low,0.0
V0016,2024Q1,Displays,China,APAC,Tier 2,766100.0,True,False,0.8,0.01,0.02,3.35,0.0,72.6,20.0,14.8,9.79,16.37,0.0,19.25,13.81,Low,1.0
V0016,2024Q2,Displays,China,APAC,Tier 2,766100.0,True,False,0.5,0.01,0.03,14.85,0.0,72.2,50.0,9.18,18.89,72.65,0.0,20.04,30.07,Moderate,1.0
V0016,2024Q3,Displays,China,APAC,Tier 2,766100.0,True,False,0.5,0.01,0.02,15.24,0.0,71.9,50.0,7.67,11.28,74.55,0.0,20.63,28.97,Low,1.0
V0016,2024Q4,Displays,China,APAC,Tier 2,766100.0,True,False,0.5,0.0,-0.04,1.41,0.0,72.2,50.0,0.0,23.46,6.92,0.0,20.04,19.06,Low,0.0
V0016,2025Q1,Displays,China,APAC,Tier 2,766100.0,True,False,1.0,0.0,-0.01,1.0,0.0,72.3,0.0,0.0,6.91,4.89,0.0,19.84,3.75,Low,1.0
V0016,2025Q2,Displays,China,APAC,Tier 2,766100.0,True,False,1.0,0.01,-0.0,0.0,4.0,71.9,0.0,8.85,2.22,0.0,100.0,20.63,19.17,Low,0.0
