vendor_id,quarter,credit_risk_score_proxy,days_payable_outstanding,price_volatility_index
V0036,2022Q3,73.6,48.6,5.2
V0036,2022Q4,73.7,45.5,2.64
V0036,2023Q1,72.6,48.0,6.79
V0036,2023Q2,73.1,50.0,7.1
V0036,2023Q3,73.5,53.9,1.44
V0036,2023Q4,73.3,44.1,1.87
V0036,2024Q1,73.4,53.6,0.0
V0036,2024Q2,73.2,43.6,4.03
V0036,2024Q3,73.0,51.8,6.35
V0036,2024Q4,73.0,54.7,6.62
V0036,2025Q1,73.0,41.9,1.62
V0036,2025Q2,72.8,65.4,1.58
V0036,2025Q3,72.7,55.9,6.35
V0036,2025Q4,72.4,54.5,5.12
V0036,2026Q1,72.0,40.2,8.8
V0036,2026Q2,71.9,46.5,6.99
V0037,2022Q1,61.9,59.6,7.94
V0037,2022Q2,61.7,61.7,6.51
V0037,2022Q3,62.0,64.4,8.45
V0037,2022Q4,61.2,60.2,9.07
V0037,2023Q1,61.2,48.6,6.58
V0037,2023Q2,60.9,58.1,6.19
V0037,2023Q3,61.1,41.7,9.51
V0037,2023Q4,61.4,51.0,7.3
V0037,2024Q1,61.7,54.4,6.78
V0037,2024Q2,61.2,45.3,4.41
V0037,2024Q3,61.1,67.7,6.9
V0037,2024Q4,60.5,58.9,7.77
V0037,2025Q1,60.4,58.1,9.23
V0037,2025Q2,60.3,59.6,7.65
V0037,2025Q3,60.3,59.5,9.12
V0037,2025Q4,60.0,59.2,12.93
V0037,2026Q1,59.9,67.0,4.78
V0037,2026Q2,60.6,57.1,7.72
V0038,2022Q1,47.7,71.6,12.73
V0038,2022Q2,47.3,70.5,17.46
V0038,2022Q3,47.0,69.7,10.03
V0038,2022Q4,46.7,62.9,10.2
V0038,2023Q1,47.6,72.5,12.13
V0038,2023Q2,47.7,57.6,13.67
V0038,2023Q3,48.0,72.5,13.22
V0038,2023Q4,48.0,69.1,12.1
V0038,2024Q1,46.9,89.0,14.6
V0038,2024Q2,46.9,82.7,18.4
V0038,2024Q3,46.3,71.6,15.39
V0038,2024Q4,46.5,68.0,11.62
V0038,2025Q1,46.8,53.4,13.13
V0038,2025Q2,46.3,76.8,19.2
V0038,2025Q3,46.1,68.1,15.75
V0038,2025Q4,46.6,76.1,17.83
V0038,2026Q1,46.9,77.0,10.72
V0038,2026Q2,47.5,73.7,9.25
V0039,2022Q1,47.9,71.0,12.22
V0039,2022Q2,47.4,80.5,19.71
V0039,2022Q3,47.3,72.5,13.57
V0039,2022Q4,47.9,82.9,11.29
V0039,2023Q1,47.8,68.0,9.65
V0039,2023Q2,47.9,90.3,10.25
V0039,2023Q3,47.7,60.0,13.91
V0039,2023Q4,47.8,65.1,9.89
V0039,2024Q1,47.2,81.7,18.71
V0039,2024Q2,46.7,73.8,19.89
V0039,2024Q3,46.2,63.3,12.27
V0039,2024Q4,46.4,74.0,13.66
V0039,2025Q1,46.8,58.7,13.6
V0039,2025Q2,46.8,74.7,17.59
V0039,2025Q3,47.0,70.6,11.93
V0039,2025Q4,46.8,67.6,15.21
V0039,2026Q1,47.1,66.0,10.34
V0039,2026Q2,46.1,72.7,13.59
V0040,2022Q1,47.7,63.9,11.74
V0040,2022Q2,47.2,76.4,10.33
V0040,2022Q3,47.6,69.4,8.46
V0040,2022Q4,47.3,57.4,12.21
V0040,2023Q1,47.2,67.9,14.69
V0040,2023Q2,47.5,67.7,11.78
V0040,2023Q3,47.3,73.9,16.15
V0040,2023Q4,47.1,72.1,10.32
V0040,2024Q1,47.5,73.6,13.02
V0040,2024Q2,47.1,56.5,12.82
V0040,2024Q3,46.8,68.6,11.04
V0040,2024Q4,47.2,75.0,11.18
V0040,2025Q1,47.4,72.1,13.73
V0040,2025Q2,46.6,69.3,17.38
V0040,2025Q3,46.1,66.9,15.22
V0040,2025Q4,45.9,77.3,18.08
V0040,2026Q1,45.5,70.4,11.68
V0040,2026Q2,45.4,55.0,10.18
V0041,2022Q1,61.5,59.3,5.56
V0041,2022Q2,61.3,62.1,10.85
V0041,2022Q3,61.3,61.2,8.85
V0041,2022Q4,61.0,48.4,6.48
V0041,2023Q1,61.2,53.3,3.4
V0041,2023Q2,61.7,62.1,6.43
V0041,2023Q3,61.4,49.3,5.12
V0041,2023Q4,62.0,55.8,7.47
V0041,2024Q1,62.9,69.1,7.31
V0041,2024Q2,63.3,60.8,10.91
V0041,2024Q3,63.2,62.3,8.16
V0041,2024Q4,62.8,62.5,4.9
V0041,2025Q1,62.6,62.9,7.78
V0041,2025Q2,62.3,64.4,9.01
V0041,2025Q3,62.3,76.4,11.94
V0041,2025Q4,62.0,65.5,7.51
V0041,2026Q1,62.3,58.1,8.6
V0041,2026Q2,62.4,42.8,6.96
V0042,2022Q1,73.1,52.5,2.18
V0042,2022Q2,72.2,60.3,6.63
V0042,2022Q3,72.2,46.8,6.48
V0042,2022Q4,72.0,46.6,0.0
V0042,2023Q1,72.4,50.9,7.12
V0042,2023Q2,72.2,40.7,2.39
V0042,2023Q3,72.5,56.6,4.22
V0042,2023Q4,72.6,59.6,5.19
V0042,2024Q1,72.2,53.2,7.33
V0042,2024Q2,71.5,50.2,5.62
V0042,2024Q3,72.1,42.6,6.24
V0042,2024Q4,72.4,43.2,4.6
V0042,2025Q1,72.3,45.7,6.36
V0042,2025Q2,72.1,53.5,5.17
V0042,2025Q3,72.3,53.0,6.77
V0042,2025Q4,72.4,44.6,7.43
V0042,2026Q1,72.8,54.0,3.06
V0042,2026Q2,72.6,49.5,0.48
V0043,2022Q1,82.1,37.5,2.72
V0043,2022Q2,81.5,56.4,2.25
V0043,2022Q3,81.5,40.7,2.52
V0043,2022Q4,81.9,52.2,1.27
V0043,2023Q1,81.1,42.0,3.39
V0043,2023Q2,81.5,56.4,0.67
V0043,2023Q3,82.0,43.1,2.9
V0043,2023Q4,82.1,52.6,0.0
V0043,2024Q1,81.3,53.2,0.85
V0043,2024Q2,81.0,57.9,5.86
V0043,2024Q3,80.8,38.5,2.99
V0043,2024Q4,81.2,41.0,0.36
V0043,2025Q1,81.5,51.3,2.03
V0043,2025Q2,81.5,44.7,1.51
V0043,2025Q3,81.2,45.9,0.0
V0043,2025Q4,80.9,51.7,1.76
V0043,2026Q1,81.3,42.7,0.0
V0043,2026Q2,81.4,49.5,0.21
V0044,2022Q1,72.4,52.0,5.52
V0044,2022Q2,71.5,65.0,5.32
V0044,2022Q3,71.6,47.7,3.27
V0044,2022Q4,71.6,51.1,3.31
V0044,2023Q1,72.2,50.6,4.95
V0044,2023Q2,72.9,54.9,9.56
V0044,2023Q3,72.8,54.8,4.97
V0044,2023Q4,72.9,53.1,4.18
V0044,2024Q1,72.8,53.2,3.63
V0044,2024Q2,72.5,63.0,7.15
V0044,2024Q3,72.1,55.6,4.03
V0044,2024Q4,72.5,41.6,6.33
V0044,2025Q1,72.6,63.0,4.71
V0044,2025Q2,72.6,51.3,4.58
V0044,2025Q3,72.3,55.2,4.72
V0044,2025Q4,72.3,61.2,6.39
V0044,2026Q1,72.5,48.0,0.0
V0044,2026Q2,72.7,45.7,2.96
V0045,2022Q1,47.8,71.7,14.15
V0045,2022Q2,47.6,60.6,12.67
V0045,2022Q3,47.3,67.2,10.22
V0045,2022Q4,47.4,72.7,13.2
V0045,2023Q1,47.4,78.4,10.38
V0045,2023Q2,47.1,63.7,17.22
V0045,2023Q3,46.8,77.3,11.49
V0045,2023Q4,47.2,56.6,11.19
V0045,2024Q1,47.1,80.8,20.99
V0045,2024Q2,46.3,81.0,18.53
V0045,2024Q3,46.4,70.3,10.87
V0045,2024Q4,46.3,73.4,13.83
V0045,2025Q1,46.5,71.2,12.33
V0045,2025Q2,46.9,66.7,16.19
V0045,2025Q3,46.7,71.5,17.82
V0045,2025Q4,46.8,73.6,17.3
V0045,2026Q1,46.7,79.0,12.6
V0045,2026Q2,47.0,65.8,10.91
V0046,2022Q1,62.1,49.4,10.04
V0046,2022Q2,61.5,71.9,12.63
V0046,2022Q3,62.0,52.1,7.65
V0046,2022Q4,62.2,50.5,6.23
V0046,2023Q1,62.3,55.4,2.62
V0046,2023Q2,61.7,71.0,9.41
V0046,2023Q3,61.9,57.3,5.68
V0046,2023Q4,62.1,52.4,9.02
V0046,2024Q1,61.8,66.0,9.97
V0046,2024Q2,61.4,67.5,8.11
V0046,2024Q3,62.1,55.5,4.6
V0046,2024Q4,62.4,55.2,6.04
V0046,2025Q1,62.4,54.9,5.9
V0046,2025Q2,62.0,70.9,8.71
V0046,2025Q3,61.7,69.0,5.16
V0046,2025Q4,61.7,66.6,9.32
V0046,2026Q1,61.6,58.3,6.41
V0046,2026Q2,61.8,56.6,9.16
V0047,2022Q1,61.9,56.9,8.55
V0047,2022Q2,61.6,67.9,10.57
V0047,2022Q3,61.6,74.9,8.96
V0047,2022Q4,61.8,57.6,10.02
V0047,2023Q1,61.2,62.7,7.31
V0047,2023Q2,61.3,65.6,10.19
V0047,2023Q3,61.4,57.8,5.14
V0047,2023Q4,61.4,67.3,6.36
V0047,2024Q1,60.5,59.4,9.61
V0047,2024Q2,60.1,69.3,11.42
V0047,2024Q3,60.6,56.2,7.53
V0047,2024Q4,60.4,56.3,7.06
V0047,2025Q1,60.6,63.5,7.81
V0047,2025Q2,60.5,75.0,7.14
V0047,2025Q3,60.7,62.5,10.08
V0047,2025Q4,60.2,55.8,8.53
V0047,2026Q1,60.4,51.5,5.95
V0047,2026Q2,60.6,54.2,10.23
V0048,2022Q1,81.8,44.6,1.5
V0048,2022Q2,81.0,53.7,1.52
V0048,2022Q3,81.4,45.7,1.68
V0048,2022Q4,81.4,51.6,2.14
V0048,2023Q1,81.1,49.9,3.46
V0048,2023Q2,80.9,43.0,6.24
V0048,2023Q3,81.1,67.6,4.68
V0048,2023Q4,82.0,40.6,6.9
V0048,2024Q1,81.2,51.4,1.56
V0048,2024Q2,80.9,56.2,2.81
V0048,2024Q3,81.1,43.3,3.11
V0048,2024Q4,81.3,43.3,1.54
V0048,2025Q1,81.0,45.9,2.96
V0048,2025Q2,81.2,42.4,0.96
V0048,2025Q3,81.2,53.0,4.29
V0048,2025Q4,81.8,42.4,1.19
V0048,2026Q1,81.9,45.5,2.75
V0048,2026Q2,82.4,58.7,0.49
V0049,2022Q1,73.2,59.0,2.81
V0049,2022Q2,73.3,48.1,0.88
V0049,2022Q3,73.0,49.0,6.88
V0049,2022Q4,73.1,52.0,3.82
V0049,2023Q1,73.2,52.0,0.51
V0049,2023Q2,73.4,49.9,6.42
V0049,2023Q3,73.1,60.1,2.32
V0049,2023Q4,73.4,47.2,5.27
V0049,2024Q1,73.8,53.2,3.5
V0049,2024Q2,73.5,48.2,1.67
V0049,2024Q3,73.5,57.7,6.23
V0049,2024Q4,73.9,54.6,0.38
V0049,2025Q1,73.7,53.2,3.12
V0049,2025Q2,73.3,55.9,5.3
V0049,2025Q3,73.2,49.9,0.13
V0049,2025Q4,72.6,62.4,5.42
V0049,2026Q1,72.6,58.0,1.14
V0049,2026Q2,72.9,52.8,5.74
V0050,2022Q1,62.1,63.3,8.05
V0050,2022Q2,61.8,69.8,8.97
V0050,2022Q3,61.6,73.9,5.58
V0050,2022Q4,61.3,55.6,5.68
V0050,2023Q1,61.0,62.2,6.53
V0050,2023Q2,60.8,53.9,4.67
V0050,2023Q3,60.8,62.7,6.95
V0050,2023Q4,61.0,59.8,6.88
V0050,2024Q1,60.8,68.5,8.38
V0050,2024Q2,60.9,73.7,9.1
V0050,2024Q3,61.2,58.0,6.35
V0050,2024Q4,61.8,55.3,6.01
V0050,2025Q1,61.9,56.2,4.34
V0050,2025Q2,61.5,67.9,9.5
V0050,2025Q3,61.3,68.8,9.85
V0050,2025Q4,60.9,65.7,9.15
V0050,2026Q1,60.9,60.9,4.45
V0050,2026Q2,60.9,56.1,10.07
V0051,2022Q1,81.9,48.7,1.04
V0051,2022Q2,81.3,56.9,1.64
V0051,2022Q3,81.0,41.0,2.75
V0051,2022Q4,81.1,53.7,4.47
V0051,2023Q1,81.3,45.9,2.74
V0051,2023Q2,81.2,47.1,0.0
V0051,2023Q3,81.3,48.7,3.22
V0051,2023Q4,81.9,40.0,5.66
V0051,2024Q1,82.4,57.9,6.52
V0051,2024Q2,82.0,45.9,0.0
V0051,2024Q3,81.4,48.9,3.52
V0051,2024Q4,81.7,48.1,1.99
V0051,2025Q1,81.3,34.8,1.27
V0051,2025Q2,80.7,34.2,2.64
V0051,2025Q3,80.6,47.9,2.95
V0051,2025Q4,80.1,53.7,4.14
V0051,2026Q1,80.1,31.6,0.53
V0051,2026Q2,80.4,39.7,6.54
V0052,2022Q1,62.2,60.7,8.02
V0052,2022Q2,61.4,67.4,7.18
V0052,2022Q3,60.8,56.4,6.66
V0052,2022Q4,61.2,51.1,7.0
V0052,2023Q1,61.1,48.1,6.21
V0052,2023Q2,60.9,53.8,6.16
V0052,2023Q3,61.7,62.4,8.97
V0052,2023Q4,61.8,58.3,8.91
V0052,2024Q1,61.4,56.4,10.25
V0052,2024Q2,61.0,79.1,12.37
V0052,2024Q3,61.0,56.8,6.05
V0052,2024Q4,60.8,61.4,2.46
V0052,2025Q1,60.9,52.8,3.49
V0052,2025Q2,60.2,64.8,12.49
V0052,2025Q3,59.8,67.5,8.34
V0052,2025Q4,59.6,64.5,8.46
V0052,2026Q1,60.0,64.5,7.29
V0052,2026Q2,60.2,63.6,6.27
V0053,2022Q1,82.3,54.9,4.04
V0053,2022Q2,82.4,50.8,0.98
V0053,2022Q3,82.6,43.6,1.37
V0053,2022Q4,82.4,52.8,4.47
V0053,2023Q1,82.8,47.6,0.0
V0053,2023Q2,81.9,46.9,1.5
V0053,2023Q3,81.4,46.2,1.18
V0053,2023Q4,81.9,44.8,1.03
V0053,2024Q1,81.5,45.3,3.67
V0053,2024Q2,81.5,49.7,1.98
V0053,2024Q3,81.8,45.3,0.0
V0053,2024Q4,82.2,51.1,4.21
V0053,2025Q1,83.2,44.4,1.88
V0053,2025Q2,82.8,46.1,3.7
V0053,2025Q3,82.4,58.2,2.71
V0053,2025Q4,82.3,52.2,3.77
V0053,2026Q1,82.0,52.7,2.97
V0053,2026Q2,82.1,47.8,0.0
V0054,2022Q1,82.0,45.5,2.53
V0054,2022Q2,81.9,59.5,5.18
V0054,2022Q3,81.6,45.7,0.0
V0054,2022Q4,81.6,38.3,1.47
V0054,2023Q1,81.9,57.8,0.08
V0054,2023Q2,82.0,44.7,1.08
V0054,2023Q3,82.1,46.8,2.18
V0054,2023Q4,81.7,45.2,3.26
V0054,2024Q1,80.8,48.1,1.17
V0054,2024Q2,80.5,57.1,2.57
V0054,2024Q3,81.1,46.9,2.15
V0054,2024Q4,81.2,34.2,1.79
V0054,2025Q1,81.4,56.2,0.12
V0054,2025Q2,81.6,53.2,1.42
V0054,2025Q3,81.2,57.4,3.67
V0054,2025Q4,81.3,47.3,0.63
V0054,2026Q1,80.6,37.6,0.66
V0054,2026Q2,80.9,38.8,0.0
V0055,2022Q1,47.8,66.8,12.02
V0055,2022Q2,48.6,71.9,12.34
V0055,2022Q3,48.7,83.1,8.49
V0055,2022Q4,49.0,75.1,9.03
V0055,2023Q1,48.7,64.5,9.13
V0055,2023Q2,48.4,62.0,13.09
V0055,2023Q3,48.8,65.3,9.66
V0055,2023Q4,49.1,62.9,8.83
V0055,2024Q1,48.4,82.0,18.47
V0055,2024Q2,48.3,71.3,19.85
V0055,2024Q3,48.2,58.9,14.75
V0055,2024Q4,48.2,78.6,14.45
V0055,2025Q1,48.5,85.3,9.76
V0055,2025Q2,48.8,73.1,17.44
V0055,2025Q3,48.5,80.1,15.4
V0055,2025Q4,48.7,79.3,13.32
V0055,2026Q1,48.8,74.0,13.44
V0055,2026Q2,48.4,68.4,12.61
V0056,2022Q1,61.9,70.3,6.74
V0056,2022Q2,61.7,57.3,3.95
V0056,2022Q3,61.7,52.4,5.34
V0056,2022Q4,62.0,47.1,6.35
V0056,2023Q1,62.3,51.5,6.91
V0056,2023Q2,62.9,65.3,6.17
V0056,2023Q3,62.6,61.7,6.3
V0056,2023Q4,63.0,61.6,3.51
V0056,2024Q1,62.1,58.9,8.85
V0056,2024Q2,61.7,68.5,8.01
V0056,2024Q3,61.3,51.4,6.06
V0056,2024Q4,61.5,51.5,7.98
V0056,2025Q1,61.4,52.7,6.24
V0056,2025Q2,61.1,72.0,9.89
V0056,2025Q3,60.6,72.3,11.8
V0056,2025Q4,60.2,55.7,7.82
V0056,2026Q1,60.0,62.4,8.43
V0056,2026Q2,60.3,56.1,7.54
V0057,2022Q1,47.9,67.5,11.66
V0057,2022Q2,47.5,81.7,17.09
V0057,2022Q3,47.5,70.2,11.88
V0057,2022Q4,47.0,69.1,11.16
V0057,2023Q1,46.8,73.6,13.66
V0057,2023Q2,47.0,63.0,10.03
V0057,2023Q3,47.5,77.8,13.24
V0057,2023Q4,47.3,74.1,14.66
V0057,2024Q1,47.6,71.1,22.27
V0057,2024Q2,46.7,86.2,17.07
V0057,2024Q3,47.0,63.3,14.17
V0057,2024Q4,46.9,64.6,14.53
V0057,2025Q1,46.6,65.3,14.86
V0057,2025Q2,46.6,78.5,14.6
V0057,2025Q3,46.1,73.6,14.52
V0057,2025Q4,45.9,73.3,16.29
V0057,2026Q1,45.9,72.7,14.41
V0057,2026Q2,46.2,78.1,14.0
V0058,2022Q1,48.3,66.5,13.94
V0058,2022Q2,48.3,78.9,15.31
V0058,2022Q3,48.5,71.4,12.73
V0058,2022Q4,48.5,65.2,10.09
V0058,2023Q1,48.7,65.9,12.52
V0058,2023Q2,48.5,64.3,10.62
V0058,2023Q3,49.1,65.9,10.69
V0058,2023Q4,48.7,71.3,11.48
V0058,2024Q1,47.7,86.6,13.41
V0058,2024Q2,47.1,75.6,19.53
V0058,2024Q3,47.0,65.9,12.31
V0058,2024Q4,46.9,61.9,14.38
V0058,2025Q1,47.2,75.3,12.37
V0058,2025Q2,47.0,82.9,14.11
V0058,2025Q3,47.0,75.6,15.8
V0058,2025Q4,46.4,68.8,19.29
V0058,2026Q1,46.8,63.0,8.59
V0058,2026Q2,46.6,64.7,13.32
V0059,2022Q1,33.4,94.8,20.86
V0059,2022Q2,33.4,94.5,31.65
V0059,2022Q3,33.3,82.1,20.55
V0059,2022Q4,33.4,77.7,15.02
V0059,2023Q1,33.4,93.5,19.28
V0059,2023Q2,32.6,87.9,19.47
V0059,2023Q3,32.4,72.4,20.77
V0059,2023Q4,32.8,83.4,17.89
V0059,2024Q1,31.9,107.7,29.88
V0059,2024Q2,31.9,91.4,29.76
V0059,2024Q3,32.0,87.6,21.55
V0059,2024Q4,32.4,91.1,20.67
V0059,2025Q1,32.5,85.1,19.61
V0059,2025Q2,32.7,78.3,26.84
V0059,2025Q3,32.5,89.4,26.64
V0059,2025Q4,32.5,93.9,25.86
V0059,2026Q1,32.6,82.8,19.19
V0059,2026Q2,32.5,94.5,19.15
V0060,2022Q1,47.4,68.7,9.61
V0060,2022Q2,46.9,75.7,18.36
V0060,2022Q3,47.2,71.8,14.3
V0060,2022Q4,47.8,71.2,11.72
V0060,2023Q1,48.0,64.7,10.35
V0060,2023Q2,47.8,68.6,10.72
V0060,2023Q3,48.1,73.5,10.94
V0060,2023Q4,47.4,69.1,13.73
V0060,2024Q1,47.2,76.6,17.19
V0060,2024Q2,46.3,78.6,24.7
V0060,2024Q3,45.6,66.2,17.34
V0060,2024Q4,45.8,62.4,13.74
V0060,2025Q1,46.0,72.6,13.86
V0060,2025Q2,45.7,65.9,14.48
V0060,2025Q3,45.4,74.7,16.26
V0060,2025Q4,45.3,79.4,19.01
V0060,2026Q1,45.1,64.4,11.43
V0060,2026Q2,45.1,72.3,9.95
V0061,2022Q1,61.8,66.4,9.6
V0061,2022Q2,62.2,53.1,8.38
V0061,2022Q3,62.5,51.6,2.97
V0061,2022Q4,62.6,46.5,5.59
V0061,2023Q1,62.0,58.2,10.89
V0061,2023Q2,62.3,67.0,8.05
V0061,2023Q3,61.7,57.4,7.59
V0061,2023Q4,61.9,63.9,5.41
V0061,2024Q1,61.6,64.0,12.16
V0061,2024Q2,61.2,65.8,10.69
V0061,2024Q3,61.4,58.1,9.52
V0061,2024Q4,61.0,63.3,7.85
V0061,2025Q1,61.1,56.5,10.6
V0061,2025Q2,61.0,70.1,12.94
V0061,2025Q3,60.6,61.7,5.99
V0061,2025Q4,60.2,66.1,8.87
V0061,2026Q1,60.2,72.6,6.47
V0061,2026Q2,60.0,52.5,7.35
V0062,2022Q1,82.1,40.7,0.42
V0062,2022Q2,81.9,54.3,4.77
V0062,2022Q3,81.9,47.0,2.28
V0062,2022Q4,81.7,49.5,0.0
V0062,2023Q1,81.9,51.6,0.31
V0062,2023Q2,81.8,30.8,0.23
V0062,2023Q3,82.3,33.4,0.36
V0062,2023Q4,82.7,43.6,0.64
V0062,2024Q1,82.7,41.3,0.66
V0062,2024Q2,82.7,42.2,2.55
V0062,2024Q3,83.2,49.8,2.59
V0062,2024Q4,83.0,35.7,4.44
V0062,2025Q1,82.8,39.2,0.0
V0062,2025Q2,82.5,50.2,1.3
V0062,2025Q3,82.4,51.2,0.56
V0062,2025Q4,81.7,48.5,1.56
V0062,2026Q1,81.7,53.0,4.75
V0062,2026Q2,81.2,45.2,1.11
V0063,2022Q1,81.6,50.3,1.81
V0063,2022Q2,81.5,53.2,4.6
V0063,2022Q3,81.3,38.0,3.05
V0063,2022Q4,81.0,40.3,2.47
V0063,2023Q1,81.0,49.9,0.68
V0063,2023Q2,80.7,43.6,0.0
V0063,2023Q3,80.7,37.5,3.45
V0063,2023Q4,80.9,48.3,3.68
V0063,2024Q1,80.8,56.3,4.55
V0063,2024Q2,80.8,45.0,4.49
V0063,2024Q3,81.0,47.4,5.22
V0063,2024Q4,81.2,43.7,0.0
V0063,2025Q1,81.2,48.1,0.16
V0063,2025Q2,81.4,59.7,2.94
V0063,2025Q3,81.2,47.6,6.14
V0063,2025Q4,81.4,40.5,2.54
V0063,2026Q1,82.0,50.2,0.08
V0063,2026Q2,81.9,43.2,0.0
V0064,2022Q1,48.7,77.4,12.86
V0064,2022Q2,48.7,78.1,11.21
V0064,2022Q3,48.9,83.1,12.77
V0064,2022Q4,49.0,69.4,11.03
V0064,2023Q1,48.6,71.1,9.1
V0064,2023Q2,48.4,67.0,13.19
V0064,2023Q3,48.1,69.9,9.31
V0064,2023Q4,48.1,75.7,11.34
V0064,2024Q1,47.7,71.4,15.76
V0064,2024Q2,47.6,71.2,10.07
V0064,2024Q3,47.5,66.6,13.09
V0064,2024Q4,47.4,67.6,12.48
V0064,2025Q1,46.8,74.4,9.41
V0064,2025Q2,46.3,67.6,18.43
V0064,2025Q3,46.7,69.8,18.87
V0064,2025Q4,47.0,75.3,19.8
V0064,2026Q1,47.4,72.3,15.57
V0064,2026Q2,47.1,71.1,14.14
V0065,2022Q1,81.1,58.2,0.0
V0065,2022Q2,79.7,71.0,7.25
V0065,2022Q3,79.2,58.7,3.0
V0065,2022Q4,78.5,58.0,3.68
V0065,2023Q1,79.1,53.8,6.49
V0065,2023Q2,79.5,47.4,2.51
V0065,2023Q3,79.5,42.8,2.92
V0065,2023Q4,80.1,52.1,1.56
V0065,2024Q1,79.7,61.2,1.79
V0065,2024Q2,78.7,62.8,3.6
V0065,2024Q3,78.7,49.6,2.65
V0065,2024Q4,79.0,48.4,2.26
V0065,2025Q1,79.3,47.6,3.6
V0065,2025Q2,78.9,45.3,0.0
V0065,2025Q3,79.0,46.3,0.68
V0065,2025Q4,79.0,43.4,3.6
V0065,2026Q1,79.3,43.3,2.27
V0065,2026Q2,79.7,44.5,1.36
V0066,2022Q1,61.9,62.6,3.88
V0066,2022Q2,61.5,74.9,12.9
V0066,2022Q3,61.6,61.4,11.52
V0066,2022Q4,61.7,55.3,9.52
V0066,2023Q1,61.8,47.2,7.42
V0066,2023Q2,62.0,52.4,11.05
V0066,2023Q3,61.8,54.9,8.9
V0066,2023Q4,62.0,59.1,7.9
V0066,2024Q1,61.5,62.6,8.29
V0066,2024Q2,61.7,57.4,10.41
V0066,2024Q3,61.3,57.0,7.91
V0066,2024Q4,61.4,69.3,7.86
V0066,2025Q1,61.5,62.0,6.01
V0066,2025Q2,61.2,54.8,10.99
V0066,2025Q3,61.2,67.3,11.95
V0066,2025Q4,61.1,60.5,9.75
V0066,2026Q1,61.1,53.8,6.39
V0066,2026Q2,61.3,53.1,3.51
V0067,2022Q1,72.6,52.6,3.77
V0067,2022Q2,72.6,49.1,4.82
V0067,2022Q3,73.0,54.4,1.16
V0067,2022Q4,72.7,52.5,2.6
V0067,2023Q1,73.0,57.9,6.59
V0067,2023Q2,73.0,52.8,3.82
V0067,2023Q3,73.5,50.1,7.35
V0067,2023Q4,72.7,46.2,3.32
V0067,2024Q1,73.0,49.2,6.44
V0067,2024Q2,72.8,64.2,4.76
V0067,2024Q3,72.3,56.1,6.31
V0067,2024Q4,72.3,49.9,0.19
V0067,2025Q1,72.9,56.8,2.07
V0067,2025Q2,73.0,41.2,4.68
V0067,2025Q3,72.7,47.5,5.0
V0067,2025Q4,72.5,59.3,8.89
V0067,2026Q1,72.7,63.8,4.38
V0067,2026Q2,72.5,45.7,3.85
V0068,2022Q1,33.8,90.3,19.7
V0068,2022Q2,33.9,79.2,21.48
V0068,2022Q3,33.7,92.0,18.78
V0068,2022Q4,33.6,79.5,17.38
V0068,2023Q1,34.0,92.9,21.65
V0068,2023Q2,33.9,75.6,21.76
V0068,2023Q3,33.6,80.3,20.04
V0068,2023Q4,33.9,89.1,21.66
V0068,2024Q1,33.5,84.1,20.89
V0068,2024Q2,33.1,84.6,20.01
V0068,2024Q3,32.8,86.7,21.44
V0068,2024Q4,32.8,94.0,21.65
V0068,2025Q1,32.8,88.3,16.35
V0068,2025Q2,33.2,92.5,26.7
V0068,2025Q3,32.8,82.3,27.86
V0068,2025Q4,32.8,91.5,27.36
V0068,2026Q1,32.8,84.2,20.17
V0068,2026Q2,32.6,87.9,19.53
V0069,2022Q1,61.9,59.1,7.2
V0069,2022Q2,61.5,55.8,10.72
V0069,2022Q3,61.5,51.8,5.63
V0069,2022Q4,62.1,61.5,6.76
V0069,2023Q1,61.9,57.6,11.2
V0069,2023Q2,61.8,57.1,3.58
V0069,2023Q3,61.5,56.7,7.47
V0069,2023Q4,62.2,55.3,6.74
V0069,2024Q1,61.9,64.3,11.45
V0069,2024Q2,61.8,76.1,5.78
V0069,2024Q3,61.5,55.9,7.58
V0069,2024Q4,61.4,55.9,7.8
V0069,2025Q1,60.9,51.3,8.86
V0069,2025Q2,60.5,72.6,9.6
V0069,2025Q3,60.9,70.4,8.46
V0069,2025Q4,60.4,65.2,8.54
V0069,2026Q1,60.5,56.1,4.42
V0069,2026Q2,60.8,53.6,5.29
V0070,2022Q1,47.9,76.4,11.77
V0070,2022Q2,47.1,79.7,21.76
V0070,2022Q3,47.5,59.2,12.42
V0070,2022Q4,47.9,70.8,8.88
V0070,2023Q1,47.4,64.6,9.22
V0070,2023Q2,47.1,61.5,11.55
V0070,2023Q3,47.1,69.1,13.14
V0070,2023Q4,46.8,79.7,13.78
V0070,2024Q1,45.9,79.5,16.89
V0070,2024Q2,45.8,79.8,16.92
V0070,2024Q3,45.9,66.2,12.52
V0070,2024Q4,46.1,72.0,11.41
V0070,2025Q1,45.8,69.1,13.16
V0070,2025Q2,46.0,63.8,15.57
V0070,2025Q3,46.3,71.1,18.06
V0070,2025Q4,45.6,68.7,13.11
V0070,2026Q1,45.9,67.7,14.3
V0070,2026Q2,46.3,67.2,13.41
